Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MANSFIELD,0.0289745245781,0.0214173307227,0.0180693586762,0.0144482993878,0.0125186055286,0.00921664551744,0.00857367312494,0.00846647695208,0.00704032801808,0.00914937823389,0.00739807143616,0.00646741771836,0.00527994160496,0.0037777134311
MARLBOROUGH,0.0226519477128,0.0401042044764,0.0298336897098,0.026780345772,0.0258737400486,0.0253301640986,0.0244444778305,0.0233074857675,0.0246490639535,0.0332019144,0.0341849561767,0.0306911719894,0.0270210858059,0.024253936543
MERIDEN,0.0332164320181,0.0248639873258,0.0249602978184,0.021624232076,0.0160439160684,0.0145740611094,0.0134463978792,0.014629245564,0.013162433211,0.0153804173182,0.0151860774553,0.0187420330688,0.0184649394673,0.0259812810497
MIDDLEBURY,0.0109516182658,0.0130224963397,0.0085736018987,0.0121220572625,0.010160474395,0.00860956641197,0.0104761760921,0.00942437541602,0.00902488670589,0.00825590225706,0.00817372925422,0.0111651122166,0.0100341466457,0.008589290576
MIDDLEFIELD,0.0236618919663,0.0289724752894,0.0233000467701,0.0192651136336,0.0157892278034,0.0137280778481,0.017882860372,0.0165552891704,0.0184068742168,0.0172932643803,0.0161292270534,0.0152065366881,0.0127674651434,0.0101684996249
MIDDLETOWN,0.0168423099043,0.0158712770418,0.0174915211439,0.0156148243371,0.0125717171765,0.0144830355222,0.0146276380158,0.014558680124,0.0130736284236,0.0138968239431,0.0124448570201,0.0161837234659,0.0153867963324,0.0191786574348
MILFORD,0.0100328615899,0.00828910722118,0.00785838936915,0.00693689948048,0.00659798527129,0.00655395866016,0.00677486437268,0.0102865781507,0.0181365665611,0.0181693367245,0.0198630617189,0.016280312335,0.0164015736688,0.0169205089391
MONROE,0.00887910850175,0.0108633768107,0.0116127067461,0.0160190445452,0.0143766755015,0.0128202963933,0.0121182667939,0.0124958951584,0.0123560768269,0.014002822572,0.014427480809,0.0137240179567,0.0139046853407,0.0147603780844
MONTVILLE,0.0160202804067,0.0135866967592,0.0104651934224,0.0135790841787,0.0116075821909,0.0133903633656,0.0168815489604,0.0201856880032,0.0202770094439,0.0182387357122,0.0230605270664,0.0235020817269,0.0228764402892,0.02070365098
MORRIS,0.0110918347673,0.00860893620116,0.00754372199786,0.00688499367733,0.00664420299338,0.00457475328619,0.00342696957202,0.00322230813308,0.00300966242555,0.00290618705059,0.00247014042297,0.00215236624332,0.00179216657275,0.00138009559985
NAUGATUCK,0.0108258758023,0.0114709221786,0.050710689774,0.0401562504908,0.0368091128213,0.0329693549106,0.0304015547222,0.0333637461536,0.0351154115656,0.0348910573524,0.0315097294872,0.0376161489614,0.0398188307712,0.0405474928331
NEW BRITAIN,0.0836000155551,0.0709765765281,0.0635666009122,0.0500629512677,0.0449168713484,0.0398347501167,0.0398006261332,0.0426414895654,0.0429949276387,0.049381909257,0.0593576963516,0.06407942789,0.0601781809751,0.0690030363884
NEW CANAAN,0.00842296434356,0.00991022886422,0.0106158018641,0.014501427091,0.0109195050831,0.0118685204899,0.0108298476216,0.0103993048496,0.0104752686581,0.0119674088243,0.0116126385009,0.0103158732646,0.0112624714626,0.0107694620362
