Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
WATERFORD,32506363.0,33525779.0,34070152.0,35236503.0,38288496.0,39575955.0,53331493.0,42948054.0,44312500.0,45477649.0,47785199.0,49169506.0,50512081.0,50850012.0
WATERTOWN,28476609.0,28662240.0,29795301.0,30635694.0,32377713.0,34388243.0,46938079.0,38620195.0,38016801.0,36930006.0,39592522.0,42983391.0,43236872.0,44456479.0
WEST HARTFORD,87769000.0,93829000.0,97940000.0,103502000.0,114161000.0,120280000.0,163032000.0,132304000.0,131068000.0,139573000.0,149600000.0,155074000.0,160266000.0,162477000.0
WEST HAVEN,68146000.0,69924621.0,71600868.0,76999811.0,80310914.0,79758552.0,83519298.0,78628886.0,88027025.0,86890030.0,89048477.0,89015764.0,95107522.0,96506345.0
WESTBROOK,9245562.0,9844168.0,10322597.0,10705061.0,11612832.0,12246682.0,17263655.0,14224397.0,14639635.0,15326905.0,15984126.0,16815605.0,17868817.0,17767390.0
WESTON,30887995.0,32011725.0,34055626.0,35238722.0,40163726.0,42079139.0,44575275.0,46690495.0,46822322.0,48587207.0,50570007.0,50549481.0,51229491.0,53337314.0
WESTPORT,65773005.0,66173066.0,73643450.0,77583732.0,84271051.0,86893706.0,94663527.0,96336567.0,102371249.0,108169179.0,113131404.0,115994712.0,121252479.0,125459324.0
WETHERSFIELD,32113693.0,34151826.0,35425761.0,37724952.0,42346604.0,45250664.0,61482749.0,51564577.0,54093101.0,54344069.0,55269575.0,58303580.0,60950236.0,61943559.0
WILLINGTON,8869279.0,9132610.0,9539570.0,10034510.0,6966782.0,11052362.0,13651672.0,11500140.0,11643506.0,12108577.0,12568247.0,12924389.0,12886316.0,12994977.0
WILTON,42106018.0,46051943.0,47889668.0,53004623.0,58326713.0,63652774.0,69063730.0,73939700.0,75499566.0,74243675.0,80058760.0,82539363.0,85352764.0,86677283.0
WINCHESTER,16499732.0,17052061.0,17091385.0,17371286.0,18753486.0,20122893.0,25179170.0,21968931.0,20374906.0,20951073.0,20783947.0,20997178.0,21815738.0,21792130.0
WINDHAM,33281590.0,33991240.0,35688182.0,36405389.0,39203252.0,40765620.0,56086495.0,44548083.0,41047613.0,41599963.0,47650608.0,48653356.0,49414612.0,48972918.0
WINDSOR,44563481.0,47770517.0,50267028.0,52661871.0,55393395.0,57431966.0,61406479.0,63321537.0,63097716.0,64675805.0,67390801.0,68251357.0,70387913.0,72051878.0
WINDSOR LOCKS,18669715.0,19646557.0,20200219.0,21545344.0,23516067.0,25875202.0,34638721.0,28780888.0,29433589.0,29185597.0,30503362.0,31350999.0,32609424.0,32258906.0
WOLCOTT,25199011.0,25797261.0,26622902.0,27511025.0,30421362.0,31757375.0,42421162.0,34412326.0,32891047.0,32768203.0,35565637.0,36419835.0,37034923.0,37739030.0
WOODBRIDGE,19017189.0,17933177.0,20106541.0,20723062.0,10894473.0,23607817.0,13105467.0,25361808.0,25751808.0,25758313.0,26627017.0,26719822.0,27642754.0,28571588.0
WOODBURY,13342048.0,14162591.0,15215225.0,15812232.0,16856778.0,18062439.0,19155840.0,19489236.0,19655602.0,19655602.0,20480193.0,20965425.0,22010784.0,22021433.0
WOODSTOCK,11270616.0,11939482.0,12408737.0,12801860.0,14177086.0,14730956.0,15595390.0,16072398.0,16248453.0,16265285.0,16588443.0,16844128.0,17459851.0,17492430.0
